Id,Start,Name,Impact,Currency
fdddefe4-0546-40f3-90d0-dbbc25ca28a7,04/07/2014 19:00:00,Consumer Credit Change,MEDIUM,USD
7d7af298-4ba9-421f-b9be-442e14b39185,04/09/2014 18:00:00,FOMC Minutes,HIGH,USD
8d11ff2c-93fd-454e-8eec-2995aee5e8d8,04/10/2014 12:30:00,Continuing Jobless Claims,MEDIUM,USD
bfd0e433-3d3b-49d1-8596-ee1f41932d8f,04/10/2014 12:30:00,Initial Jobless Claims,MEDIUM,USD
2f394b47-c44e-48fc-b492-143ffd123d97,04/10/2014 18:00:00,Monthly Budget Statement,MEDIUM,USD
16064f06-0231-4815-98fd-11f443391eaa,04/11/2014 00:00:00,IMF Meeting,MEDIUM,USD
29a371dd-d4c3-489c-98a4-7d9b6d40dfde,04/11/2014 12:30:00,Producer Price Index (MoM),MEDIUM,USD
dad0f68d-f2d5-433e-aaa1-208e208ac92e,04/11/2014 12:30:00,Producer Price Index (YoY),MEDIUM,USD
77c29df7-6bf5-4489-bf43-0a993bd893e7,04/11/2014 12:30:00,Producer Price Index ex Food & Energy (YoY),MEDIUM,USD
1d805f44-7dae-411d-9df0-28facb7e47c4,04/11/2014 13:55:00,Michigan Consumer Sentiment Index,MEDIUM,USD
11a80504-1911-4c7f-86fb-b45ad4d0d6c3,04/12/2014 00:00:00,IMF Meeting,MEDIUM,USD
ac34a062-3849-4696-8253-7372699ff077,04/13/2014 00:00:00,IMF Meeting,MEDIUM,USD
5408b733-6743-41db-9b78-214cd4c65f25,04/14/2014 12:30:00,Retail Sales (MoM),HIGH,USD
27743e73-5f4a-4874-a948-f5d25ffb6cd9,04/14/2014 12:30:00,Retail Sales ex Autos (MoM),MEDIUM,USD
381ea835-17cb-4ef8-92e2-068f3aad57a3,04/14/2014 14:00:00,Business Inventories,MEDIUM,USD
6bcbd248-1442-44c3-81cf-5c980b069df4,04/15/2014 12:30:00,Consumer Price Index (MoM),MEDIUM,USD
fd6a9f39-7ef4-46ab-b59a-a4a2835b3598,04/15/2014 12:30:00,Consumer Price Index (YoY),HIGH,USD
6949ca28-88b5-4bfd-b841-5451efae65b4,04/15/2014 12:30:00,Consumer Price Index ex Food & Energy (MoM),MEDIUM,USD
4f09fe3a-623a-4ab4-aa0f-c4c7454dac58,04/15/2014 12:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
593693b5-23dc-415c-a765-df35e1d2a94c,04/15/2014 12:45:00,Fed's Chair Yellen speech,MEDIUM,USD
5fe835d7-7abc-4133-b001-aa0f9bb50ef7,04/15/2014 13:00:00,Net Long-Term TIC Flows,MEDIUM,USD
455ca35f-e07d-46b5-a302-c9a264d91f62,04/15/2014 14:00:00,NAHB Housing Market Index,MEDIUM,USD
bff96172-7cfc-433d-8ca2-00bb5cb78428,04/16/2014 12:30:00,Building Permits (MoM),MEDIUM,USD
8f9d7c1e-ec3e-48ed-b51f-c776a4011fae,04/16/2014 12:30:00,Housing Starts (MoM),MEDIUM,USD
555ddee6-e3ec-48f5-9714-6050d2414e6e,04/16/2014 13:15:00,Industrial Production (MoM),MEDIUM,USD
e66a78cc-4828-44af-b5b6-a4111fd579ea,04/16/2014 16:15:00,Fed's Chair Yellen speech,MEDIUM,USD
a36ca2f2-5814-4747-b9e8-762f97a8a376,04/16/2014 18:00:00,Fed's Beige Book,MEDIUM,USD
56d1f6ab-438d-480a-9c7b-04d2cf62c79b,04/17/2014 12:30:00,Continuing Jobless Claims,MEDIUM,USD
b5b1939b-c71b-44c3-894d-347e139a1272,04/17/2014 12:30:00,Initial Jobless Claims,MEDIUM,USD
b5ab2611-f4b3-45c9-b9d9-5ce62a5a9fba,04/17/2014 14:00:00,Philadelphia Fed Manufacturing Survey,MEDIUM,USD
3ece4dcb-da19-490e-adc7-28ff3e407638,04/21/2014 12:30:00,"Chicago Fed National Activity Index ",MEDIUM,USD
677c3682-23a2-49c4-822c-9db145da8e1d,04/22/2014 14:00:00,Existing Home Sales Change (MoM),MEDIUM,USD
f016972a-6a29-410f-b818-883efd19efa2,04/23/2014 13:45:00,S&P Global Manufacturing PMI,MEDIUM,USD
7f0bd722-5895-4927-8ff9-b58ecd7b4ebb,04/23/2014 14:00:00,New Home Sales (MoM),MEDIUM,USD
89d91a4c-0919-469b-a1ca-8c090efacd53,04/24/2014 12:30:00,Continuing Jobless Claims,MEDIUM,USD
4d4b4c7f-a9c7-46aa-80c5-fa8449a46cbd,04/24/2014 12:30:00,Durable Goods Orders,HIGH,USD
35c94cc3-4464-4cad-9b88-134d97866793,04/24/2014 12:30:00,Durable Goods Orders ex Transportation,MEDIUM,USD
d9985bc7-39e8-4220-92b7-676df534eb6c,04/24/2014 12:30:00,Initial Jobless Claims,MEDIUM,USD
c32318b5-dd0a-4f22-ab26-4e5f42b7f85a,04/25/2014 13:45:00,S&P Global Services PMI,MEDIUM,USD
942cbb1d-1cfc-435a-ad48-e95a7d8c673b,04/25/2014 13:55:00,Michigan Consumer Sentiment Index,MEDIUM,USD
f29c0de1-75c8-4b34-8855-ffc7780ba6ef,04/28/2014 14:00:00,Pending Home Sales (YoY),MEDIUM,USD
9b9201f6-933e-4caf-9a30-53f1e031f960,04/28/2014 14:30:00,Dallas Fed Manufacturing Business Index,MEDIUM,USD
329ca263-ec9c-451f-bf3b-0740d4fba0c4,04/29/2014 14:00:00,Consumer Confidence,MEDIUM,USD
13793bc8-e598-46ee-8b10-6be511cf8e7a,04/30/2014 12:15:00,ADP Employment Change,MEDIUM,USD
8fa18421-97ca-4a23-bf9b-cd246a767ae1,04/30/2014 12:30:00,Core Personal Consumption Expenditures (QoQ),MEDIUM,USD
763ea45d-6b1f-42ed-b885-9e8c2b964756,04/30/2014 12:30:00,Gross Domestic Product Annualized,HIGH,USD
2d0f309a-7563-483c-82e3-a39277659d0c,04/30/2014 12:30:00,Gross Domestic Product Price Index,MEDIUM,USD
1813ff21-52c6-4dcb-a665-7309101fd1e9,04/30/2014 12:30:00,Personal Consumption Expenditures Prices (QoQ),MEDIUM,USD
ed95b846-6fbd-4dfb-9e77-33d82fccb252,04/30/2014 13:45:00,Chicago Purchasing Managers' Index,MEDIUM,USD
2a3aed64-a733-455a-8a98-07328d0993af,04/30/2014 18:00:00,Fed Interest Rate Decision,HIGH,USD
3a497e4b-5d9f-4972-91a0-0758317e925a,04/30/2014 18:00:00,Fed Monetary Policy Statement,HIGH,USD
01f10743-7676-4ceb-a0b9-e1f5280f668d,04/30/2014 18:00:00,Fed Pace of MBS Purchase Program,HIGH,USD
76a62d17-3549-4b1b-b1e1-4ef4e2e07c82,04/30/2014 18:00:00,Fed Pace of Treasury Purchase Program,HIGH,USD
15af02c1-fbc9-4b2d-94f4-613bf03934b8,05/01/2014 12:30:00,Continuing Jobless Claims,MEDIUM,USD
df1861f0-7e68-41fd-9f3c-b69dedcc0236,05/01/2014 12:30:00,Core Personal Consumption Expenditures - Price Index (YoY),MEDIUM,USD
be1824e9-363f-45de-a613-f7eb4b1af164,05/01/2014 12:30:00,Fed's Chair Yellen speech,MEDIUM,USD
948ef140-2730-4f9b-bccd-78673365e441,05/01/2014 12:30:00,Initial Jobless Claims,MEDIUM,USD
5fcddb26-212a-41ec-b777-e2efed27d2f1,05/01/2014 12:30:00,Personal Income (MoM),MEDIUM,USD
2c5fe6fe-ba1e-4716-a920-583c6c4c7431,05/01/2014 12:30:00,Personal Spending,MEDIUM,USD
0f7e10d4-2f27-414d-b303-9dc2894e622e,05/01/2014 13:45:00,S&P Global Manufacturing PMI,MEDIUM,USD
875f83b9-ac54-4df3-becb-5604a1a6cf42,05/01/2014 14:00:00,Construction Spending (MoM),MEDIUM,USD
41785283-38aa-406a-bd45-9598e8c9987c,05/01/2014 14:00:00,ISM Manufacturing PMI,HIGH,USD
8184b69b-7bcb-4d5d-8440-0c79ade3db08,05/01/2014 14:00:00,ISM Manufacturing Prices Paid,MEDIUM,USD
b9c8d262-5a5b-4137-9630-ae1d073d4f79,05/02/2014 12:30:00,Average Hourly Earnings (MoM),MEDIUM,USD
03887cae-0543-4249-8dfe-290272fcbbfb,05/02/2014 12:30:00,Average Hourly Earnings (YoY),MEDIUM,USD
e53d08dd-d70b-417d-a863-66d541a97f87,05/02/2014 12:30:00,Average Weekly Hours,MEDIUM,USD
411ce2e6-be13-47c9-828f-9fbdddf30a92,05/02/2014 12:30:00,Labor Force Participation Rate,MEDIUM,USD
492d53e6-7e55-47fc-84a1-153985fd2203,05/02/2014 12:30:00,Nonfarm Payrolls,HIGH,USD
9a07f4a6-886f-4382-8a08-dcdc4ce2729f,05/02/2014 12:30:00,Unemployment Rate,HIGH,USD
e43b1223-d693-4ba1-8b85-830541bf69c6,05/02/2014 14:00:00,Factory Orders (MoM),MEDIUM,USD
eed39eaa-cbfe-4946-a273-f4ca976785a0,05/05/2014 13:45:00,S&P Global Services PMI,MEDIUM,USD
f3f3d23d-d262-4c26-a343-14f6e250d900,05/05/2014 14:00:00,ISM Services PMI,MEDIUM,USD
9390a3d4-b3ff-4f5d-8771-59168777d480,05/05/2014 14:00:00,Labor Market Conditions Index,MEDIUM,USD
106793ed-f18d-4cc2-bf3b-5b6a100cfe9b,05/06/2014 11:15:00,Fed's Richard Fisher speech,MEDIUM,USD
d73dc60c-3364-4242-9d91-d50c34c3fdb1,05/06/2014 12:30:00,Goods and Services Trade Balance,MEDIUM,USD
f4baafa9-9977-4523-a838-cd7ace538389,05/07/2014 14:00:00,Fed's Chair Yellen speech,HIGH,USD
b1fb59d2-e068-42e1-aca9-e3f3ee6d3d21,05/07/2014 19:00:00,Consumer Credit Change,MEDIUM,USD
74d979bc-b9e9-456c-817e-2c4262cd7a9c,05/08/2014 12:30:00,Continuing Jobless Claims,MEDIUM,USD
6e1b9240-54a9-4f24-9a31-7812e0d09a22,05/08/2014 12:30:00,Initial Jobless Claims,MEDIUM,USD
ab864d04-41c0-4d1c-87dc-9d0091104767,05/08/2014 13:30:00,Fed's Chair Yellen speech,HIGH,USD
7b6181a5-d721-4d8f-9e17-287f86f9a1d8,05/12/2014 18:00:00,Monthly Budget Statement,MEDIUM,USD
ce624454-4d2b-4cf6-84b9-ec2bf93feb29,05/13/2014 12:30:00,Retail Sales (MoM),MEDIUM,USD
4598c4f7-ad00-44eb-9709-869a369718c8,05/13/2014 12:30:00,Retail Sales ex Autos (MoM),MEDIUM,USD
0c4f0c4e-70db-4e9c-a370-d239437ef618,05/13/2014 14:00:00,Business Inventories,MEDIUM,USD
21e73638-2281-42d2-81d6-8c5885f5713e,05/15/2014 12:30:00,Consumer Price Index (MoM),HIGH,USD
e41c2643-eb3d-4c71-96bb-cd8baeb26701,05/15/2014 12:30:00,Consumer Price Index (YoY),HIGH,USD
75761610-bec9-4c29-8c9b-22f26cc2daa9,05/15/2014 12:30:00,Consumer Price Index Core s.a,MEDIUM,USD
1a5c3b06-4bba-4db0-9647-8f320e7b7060,05/15/2014 12:30:00,Consumer Price Index ex Food & Energy (MoM),HIGH,USD
c1c59307-940a-4e3c-87d3-3a7c6655d2c8,05/15/2014 12:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
a3b72a03-34fd-44c2-85be-b04e420f7ef6,05/15/2014 12:30:00,Consumer Price Index n.s.a (MoM),MEDIUM,USD
a8146fee-df93-4c9b-be4c-4e8d392682bf,05/15/2014 12:30:00,Continuing Jobless Claims,MEDIUM,USD
e2f11781-0f7f-4e6d-8526-e16c5c7e812c,05/15/2014 12:30:00,Initial Jobless Claims,MEDIUM,USD
b8f20a0d-033a-4ef2-b296-ad58d1a3492f,05/15/2014 12:30:00,NY Empire State Manufacturing Index,MEDIUM,USD
9bfd6389-726d-463c-9d2f-ab7cec8477f2,05/15/2014 13:00:00,Net Long-Term TIC Flows,MEDIUM,USD
5b4a1e75-d241-422b-ae33-d372e076797e,05/15/2014 13:00:00,Total Net TIC Flows,MEDIUM,USD
d065c5bb-4976-455e-b07e-cf9672f946de,05/15/2014 13:15:00,Industrial Production (MoM),MEDIUM,USD
2a2cfdc3-3c59-43df-b5e6-422a31bd0086,05/15/2014 14:00:00,NAHB Housing Market Index,MEDIUM,USD
952ef639-750a-462e-bf70-da30ad033b56,05/15/2014 23:00:00,Fed's Chair Yellen speech,MEDIUM,USD
5d0441c8-20f4-4cd5-86c8-63feb9cbc2c7,05/16/2014 12:30:00,Building Permits (MoM),MEDIUM,USD
c3f551d7-7583-47c8-be5e-e3198049535b,05/16/2014 12:30:00,Housing Starts (MoM),MEDIUM,USD
1f2c7429-5685-4d19-965c-2242705b6fd5,05/16/2014 13:55:00,Michigan Consumer Sentiment Index,MEDIUM,USD
e24ec1a9-583d-411f-88d9-5a8d169b6ff2,05/21/2014 15:30:00,Fed's Chair Yellen speech,MEDIUM,USD
b0354b88-6251-4198-bed7-ac28c51c7eaf,05/21/2014 18:00:00,FOMC Minutes,HIGH,USD
7597db46-b9fd-4664-95bc-a36d3a04a69e,05/22/2014 12:30:00,"Chicago Fed National Activity Index ",MEDIUM,USD
3148c619-6b9f-47ef-9f84-5610dcfa16f3,05/22/2014 12:30:00,Continuing Jobless Claims,MEDIUM,USD
559639b0-c388-4ef1-a1f7-3bef2b67476a,05/22/2014 12:30:00,Initial Jobless Claims,MEDIUM,USD
41c942d5-87c5-47fe-b2a5-4420f6f290c5,05/22/2014 13:45:00,S&P Global Manufacturing PMI,MEDIUM,USD
a6078d62-6750-4314-9a3f-4505093494d2,05/22/2014 14:00:00,Existing Home Sales Change (MoM),MEDIUM,USD
6169d8e6-08ee-44cb-8da9-8bb16d3250d9,05/23/2014 14:00:00,New Home Sales (MoM),MEDIUM,USD
1a8cb986-e537-4a33-80fc-c9424092ebb6,05/23/2014 14:00:00,New Home Sales Change (MoM),MEDIUM,USD
6666fa32-a9ad-4203-ac3d-e51cab996f60,05/27/2014 12:30:00,Durable Goods Orders,MEDIUM,USD
b3dbaeb2-2361-4b99-a953-801f4b93ae88,05/27/2014 12:30:00,Durable Goods Orders ex Transportation,MEDIUM,USD
5f306a6b-dee1-4e19-ad5e-dce1a78b86c5,05/27/2014 13:45:00,S&P Global Services PMI,MEDIUM,USD
396f3206-acc8-45f7-8aca-9804c859567d,05/27/2014 14:00:00,Consumer Confidence,MEDIUM,USD
533d9db4-5740-4623-b2f8-b4e0adb31f66,05/27/2014 14:00:00,Richmond Fed Manufacturing Index,MEDIUM,USD
9cf3784f-d12a-4add-b136-a7c932f8ab12,05/27/2014 14:30:00,Dallas Fed Manufacturing Business Index,MEDIUM,USD
ce8b4726-bbc0-43b7-b34e-02ad14db9527,05/29/2014 12:30:00,Continuing Jobless Claims,MEDIUM,USD
216edeab-3cd3-4ef5-87e9-036498018be3,05/29/2014 12:30:00,Core Personal Consumption Expenditures (QoQ),MEDIUM,USD
ce0fb154-1a0c-4066-a967-814726864988,05/29/2014 12:30:00,Gross Domestic Product Annualized,HIGH,USD
a593a66d-1a67-40ca-a8e5-7b7ad57547e3,05/29/2014 12:30:00,Gross Domestic Product Price Index,MEDIUM,USD
cac22304-cc68-48fb-8e88-ee274459d33d,05/29/2014 12:30:00,Initial Jobless Claims,MEDIUM,USD
9d6be795-d366-4882-b17d-ae2bbbac4593,05/29/2014 12:30:00,Personal Consumption Expenditures Prices (QoQ),MEDIUM,USD
8d5f6b4a-b03f-4cdf-bdb0-2af5c47451e0,05/29/2014 14:00:00,Pending Home Sales (MoM),MEDIUM,USD
e2f94451-8d77-4329-a711-ea549fbf592f,05/29/2014 14:00:00,Pending Home Sales (YoY),MEDIUM,USD
c1b85fd7-16ff-4a42-9f01-989eef9b7b22,05/30/2014 12:30:00,Core Personal Consumption Expenditures - Price Index (MoM),MEDIUM,USD
cf818724-7583-4ca3-a06f-65dc48159197,05/30/2014 12:30:00,Core Personal Consumption Expenditures - Price Index (YoY),MEDIUM,USD
1d424c0e-63ad-49e0-856f-e78a164ec9ea,05/30/2014 12:30:00,Personal Consumption Expenditures - Price Index (MoM),MEDIUM,USD
46432549-4443-4479-ab6e-0522a05b96bd,05/30/2014 12:30:00,Personal Consumption Expenditures - Price Index (YoY),MEDIUM,USD
74803f76-5b12-4fc1-a2e9-3d8ae1c8cc25,05/30/2014 12:30:00,Personal Income (MoM),MEDIUM,USD
0946e600-1fbd-429e-9857-409c05d4c47d,05/30/2014 12:30:00,Personal Spending,MEDIUM,USD
400659a3-72c8-423f-8b92-e983fc761007,05/30/2014 13:45:00,Chicago Purchasing Managers' Index,MEDIUM,USD
4746afb4-e8c5-482c-94f8-a6ff6f6c4264,05/30/2014 13:55:00,Michigan Consumer Sentiment Index,MEDIUM,USD
6158ba18-800c-4ecf-9a52-f97e0e430d86,06/02/2014 12:40:13,Treasury Sec Lew speech,MEDIUM,USD
d3e1212f-176e-4351-bf70-ff6e07b9c607,06/02/2014 13:45:00,S&P Global Manufacturing PMI,MEDIUM,USD
54dfc722-3d56-40c5-9baf-2de244e4897a,06/02/2014 14:00:00,ISM Manufacturing PMI,MEDIUM,USD
bf375871-5e7c-4b5e-a315-2d17c09ac3b5,06/03/2014 14:00:00,Factory Orders (MoM),MEDIUM,USD
4f498d9d-3f76-4ea4-aacf-71361f455d9b,06/04/2014 12:15:00,ADP Employment Change,MEDIUM,USD
95ec62bb-5f32-4d74-bb3d-0c3e069c6c46,06/04/2014 12:30:00,Goods and Services Trade Balance,MEDIUM,USD
9c6a769f-f657-45fd-9de3-53ecb8e7288f,06/04/2014 13:45:00,S&P Global Composite PMI,MEDIUM,USD
3becca16-2c12-4bd8-add5-1fa99b19dc6f,06/04/2014 13:45:00,S&P Global Services PMI,MEDIUM,USD
3c10218e-c977-446d-b397-a2e6e2613ad0,06/04/2014 14:00:00,ISM Services PMI,MEDIUM,USD
c2dabe00-fe93-4ea0-92ae-7d375b58f889,06/04/2014 18:00:00,Fed's Beige Book,MEDIUM,USD
e81dd6ab-7341-4d98-88f0-34444619d702,06/05/2014 12:30:00,Continuing Jobless Claims,MEDIUM,USD
898c0ff7-553f-445a-9a22-a18d4b95c3e8,06/05/2014 12:30:00,Initial Jobless Claims,MEDIUM,USD
9457c6c3-8e3b-4b60-bd58-c80bef046489,06/06/2014 12:30:00,Average Hourly Earnings (MoM),MEDIUM,USD
2bd4549b-6bf1-4d34-8284-106342a9b937,06/06/2014 12:30:00,Average Hourly Earnings (YoY),MEDIUM,USD
860a512e-dc43-4b90-b3ba-7f32aac2fd3f,06/06/2014 12:30:00,Labor Force Participation Rate,MEDIUM,USD
25428dfa-0b9f-4509-a712-f28d3793bb5c,06/06/2014 12:30:00,Nonfarm Payrolls,HIGH,USD
c139f586-618d-40a9-a125-c25bf811abef,06/06/2014 12:30:00,Unemployment Rate,HIGH,USD
9ff6b220-e398-417d-a9b0-185c37fc7cf4,06/06/2014 19:00:00,Consumer Credit Change,MEDIUM,USD
ac62c81e-1991-492d-b409-1223f29e4994,06/09/2014 14:00:00,Labor Market Conditions Index,MEDIUM,USD
80258de7-9d22-42f2-8db9-66e21fa8ab8b,06/11/2014 18:00:00,Monthly Budget Statement,MEDIUM,USD
36eeeb85-4100-4525-963b-1638d3b29373,06/12/2014 12:30:00,Continuing Jobless Claims,MEDIUM,USD
9f56d034-54dd-44f5-8560-f18e30f0d89b,06/12/2014 12:30:00,Initial Jobless Claims,MEDIUM,USD
459b78e8-1b41-4874-98a0-a57f5d28d874,06/12/2014 12:30:00,Retail Sales (MoM),MEDIUM,USD
f5d05879-a32f-4567-8f36-05d7c2f6ccfc,06/12/2014 12:30:00,Retail Sales ex Autos (MoM),MEDIUM,USD
9f057a22-c013-481f-bda2-507b318ba218,06/12/2014 14:00:00,Business Inventories,MEDIUM,USD
bde53102-1569-48f6-8276-7a3bdc3f05b3,06/13/2014 12:30:00,Producer Price Index (MoM),MEDIUM,USD
5e56c88b-9b2e-4a30-a3d5-9e2738965de3,06/13/2014 12:30:00,Producer Price Index (YoY),MEDIUM,USD
43e13d90-3d9b-451b-8d08-fc1e11a7589d,06/13/2014 13:55:00,Michigan Consumer Sentiment Index,MEDIUM,USD
1276b16c-a1b5-4ee5-88c0-c393fefd2da9,06/16/2014 13:15:00,Capacity Utilization,MEDIUM,USD
2a8f011a-ba88-4af0-8d69-fa1fe1d274af,06/16/2014 13:15:00,Industrial Production (MoM),MEDIUM,USD
813e0458-afbb-4833-bc84-8776c943333e,06/17/2014 12:30:00,Building Permits (MoM),MEDIUM,USD
006f966d-78f1-455a-886c-a251fe8602a1,06/17/2014 12:30:00,Consumer Price Index (MoM),HIGH,USD
fbfaccec-297f-4444-930f-477b3ce2dbff,06/17/2014 12:30:00,Consumer Price Index (YoY),HIGH,USD
4da2e0af-2dcf-40db-a216-240cb8c943df,06/17/2014 12:30:00,Consumer Price Index Core s.a,MEDIUM,USD
74514965-72e9-41d1-b433-c9ea8fc25261,06/17/2014 12:30:00,Consumer Price Index ex Food & Energy (MoM),HIGH,USD
4a3726de-b8a5-4339-a750-fecc97297913,06/17/2014 12:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
2b13c52e-2684-45ac-8f01-f52c7b090452,06/17/2014 12:30:00,Consumer Price Index n.s.a (MoM),MEDIUM,USD
203c9669-76fa-4a1d-86b5-30177e5d87b3,06/17/2014 12:30:00,Housing Starts (MoM),MEDIUM,USD
336b97aa-d3af-4960-8e5b-c886a2acabb3,06/18/2014 18:00:00,Fed Interest Rate Decision,HIGH,USD
04117916-f722-4c60-8e93-3ac70f403f98,06/18/2014 18:00:00,Fed Pace of MBS Purchase Program,HIGH,USD
8ebd2589-cdbc-49d4-a723-bec7d0dec3cf,06/18/2014 18:00:00,Fed Pace of Treasury Purchase Program,HIGH,USD
5aaa7e92-be48-4df4-ab25-d8310f704d39,06/18/2014 18:00:00,FOMC Economic Projections,MEDIUM,USD
2fafb816-7a4c-4446-9702-4ad7c3ad9b60,06/18/2014 18:30:00,Fed's Monetary Policy Statement and Press Conference,HIGH,USD
0c07dbad-50bf-4646-aff9-8a23a809cccf,06/19/2014 12:30:00,Continuing Jobless Claims,MEDIUM,USD
6f7d6133-8754-48d5-b3db-246c5f8b8273,06/19/2014 12:30:00,Initial Jobless Claims,MEDIUM,USD
1823d69d-9c37-4259-bd7e-d12e5f2dbcef,06/23/2014 12:30:00,"Chicago Fed National Activity Index ",MEDIUM,USD
fb78e002-1dcc-4b4c-bb3b-6fa94aab9bcf,06/23/2014 13:45:00,S&P Global Manufacturing PMI,MEDIUM,USD
a3fd5cf7-a158-4ed5-85ad-2be0a4259350,06/23/2014 14:00:00,Existing Home Sales (MoM),MEDIUM,USD
bf30dfb5-5fa8-4eee-9e4a-8384c282de52,06/24/2014 14:00:00,Consumer Confidence,MEDIUM,USD
6c6fe991-c5d2-42b9-99a2-e7f2af3ea2b4,06/24/2014 14:00:00,New Home Sales (MoM),MEDIUM,USD
bebbcfed-f432-488c-b162-34f298654835,06/24/2014 14:00:00,New Home Sales Change (MoM),MEDIUM,USD
3f67e73a-22ef-4439-86d8-3aa738c7b46e,06/24/2014 14:00:00,Treasury Sec Lew speech,MEDIUM,USD
4ef65782-88e3-48d5-a638-1b33390ca540,06/25/2014 12:30:00,Core Personal Consumption Expenditures (QoQ),MEDIUM,USD
0a0b1004-eb40-439a-9d55-c0045b7f9b98,06/25/2014 12:30:00,Durable Goods Orders,MEDIUM,USD
3d49feb8-3354-49e1-946a-a202abc4816a,06/25/2014 12:30:00,Durable Goods Orders ex Transportation,MEDIUM,USD
5f569533-6e4b-44ab-baf3-01a87ef03a22,06/25/2014 12:30:00,Gross Domestic Product Annualized,HIGH,USD
